id	GSM5176138_Control	GSM5176139_Control	GSM5176140_Control	GSM5176141_Control	GSM5176142_Control	GSM1332201_Control	GSM1332202_Control	GSM1332203_Control	GSM1332204_Control	GSM1332205_Control	GSM1332206_Control	GSM1332207_Control	GSM1332208_Control	GSM1332209_Control	GSM1332210_Control	GSM1337304_Control	GSM1337305_Control	GSM1337306_Control	GSM1337307_Control	GSM1337308_Control	GSM1337309_Control	GSM1337310_Control	GSM1337311_Control	GSM1337312_Control	GSM1337313_Control	GSM5176143_Treat	GSM5176144_Treat	GSM5176145_Treat	GSM5176146_Treat	GSM5176147_Treat	GSM5176148_Treat	GSM1332211_Treat	GSM1332212_Treat	GSM1332213_Treat	GSM1332214_Treat	GSM1332215_Treat	GSM1332216_Treat	GSM1332217_Treat	GSM1332218_Treat	GSM1332219_Treat	GSM1332220_Treat	GSM1337327_Treat	GSM1337328_Treat	GSM1337329_Treat	GSM1337330_Treat	GSM1337331_Treat	GSM1337332_Treat	GSM1337333_Treat	GSM1337334_Treat	GSM1337335_Treat	GSM1337336_Treat	GSM1339633_Treat	GSM1339632_Treat	GSM1339631_Treat	GSM1339630_Treat	GSM1339629_Treat	GSM1339628_Treat
PEX2	9.041529	8.932311	8.929123	8.870742	8.858218	8.670561	8.859581	8.463039	8.475301	8.514225	8.851365	8.106824	8.030212	8.410129	8.431967	8.324763	8.77921	8.459229	7.936771	8.080035	9.249436	8.403983	8.928131	8.836594	8.701906	8.972384	8.013746	9.091353	8.946942	8.918039	8.7404483	8.845611	9.491815	8.618831	8.971736	9.386941	9.048879	8.904992	9.138914	8.899201	9.314031	9.068164	8.666811	9.505311	9.639167	9.593629	9.455266	9.455266	9.103655	9.0089736	8.81351	9.476545	9.432066	8.732131	8.790628	8.423561	8.939221
PGRMC1	9.982983	9.955679	9.790973	9.5553	9.607831	10.359001	9.905316	10.064449	9.98737	10.014131	10.034541	10.26825	9.712668	9.975625	9.731286	9.928444	9.848358	10.989754	9.621251	10.100582	10.219133	9.938298	9.517961	9.726278	9.851671	10.206905	9.850812	10.483696	10.400431	10.490139	10.280584	9.725333	10.364173	11.038128	10.355461	10.479557	10.571394	10.128903	10.152441	9.98107	10.128903	10.008946	10.072651	10.403437	10.153173	10.432394	10.447601	10.60679	10.118963	10.3666925	9.924074	10.18818	10.377822	10.073768	10.328533	10.277081	10.254715
PTGS2	6.93313	6.467828	6.112694	5.203568	6.416552	7.843737	8.049649	8.11172	8.492598	8.751114	8.501753	9.310628	10.995332	7.520769	7.369617	7.699638	5.932633	6.001184	9.700661	8.645097	5.006634	4.9075	9.079228	8.965536	8.643935	9.980787	6.351758	5.792497	7.067435	6.492843	6.3122811	6.392953	5.714691	5.399231	7.678906	5.798323	5.978844	5.369843	4.859897	5.699676	3.945432	6.563761	5.596774	6.122832	5.309807	6.278086	6.264031	2.509857	6.795909	5.7813761	4.927682	5.604206	9.380319	5.937255	5.25544	6.190778	6.657803
RB1	7.647002	7.150153	8.136449	7.097092	7.594135	8.30459	7.370228	6.874353	7.092227	7.529853	8.013813	7.091075	6.984051	7.623648	6.930476	7.738074	8.239553	8.118258	7.658023	8.499945	7.327036	6.88387	7.240275	7.347798	6.676019	7.258463	7.3661	7.617813	7.951144	8.068403	7.4213461	7.021292	7.754916	8.716401	6.905041	7.796619	7.422223	7.799963	7.883658	7.87123	7.00861	7.702998	7.857406	7.127107	6.869242	7.095173	7.764286	8.447682	7.620077	7.4093598	7.666294	7.658879	7.172214	7.39472	7.372203	6.807849	7.886074
RBMS1	11.31256	10.457124	10.720843	10.657695	10.505334	10.934963	11.085258	10.94388	10.918755	11.313956	11.254912	11.369162	11.283532	10.924217	11.170514	11.192061	11.165741	10.591125	11.383709	11.441752	10.800412	10.951142	11.097848	11.032116	11.17831	11.186727	10.921808	10.690652	10.927241	10.778406	10.9178346	10.556199	10.869822	10.36595	10.453695	10.76643	10.354061	11.109703	10.891034	10.953417	10.842025	10.934249	11.004824	11.471058	10.260716	10.674675	10.993888	9.761993	10.793098	11.0294725	10.876519	10.94362	11.152237	10.49689	11.084183	11.090236	10.924536
RELA	9.952186	9.981063	10.062482	9.665427	10.145658	9.085766	9.952779	9.753451	9.741911	10.372302	9.570487	10.269157	10.339631	9.994227	9.999457	9.79192	9.489672	9.013781	9.919875	9.57848	9.61568	9.256165	9.865694	9.61568	9.898354	9.824624	9.587217	9.319734	9.349124	9.133819	9.1994998	9.137463	9.397394	9.108294	9.301117	9.368506	9.539434	9.600756	9.486946	9.515303	9.872159	9.473486	9.661784	9.694615	9.356191	9.671157	9.44576	8.981359	9.885957	9.6546667	9.569468	8.9507	9.474322	9.603886	9.696567	9.783024	9.259174
RNF113A	9.22407	8.915358	8.781269	8.566614	8.872413	9.340805	8.826368	8.940008	8.411169	8.620154	8.616938	8.831571	8.795469	8.642415	8.282782	7.648502	8.322715	8.113185	7.498398	7.887972	8.606529	8.711887	7.83939	7.395085	7.966799	8.131538	8.280192	7.818024	7.349554	8.02943	8.2996932	8.181563	8.060306	8.93255	8.565639	8.520636	8.436014	8.083701	8.334732	8.158787	7.627407	8.435861	8.286388	8.796844	9.341186	9.113548	8.646913	9.2508	8.489739	8.3152839	7.899729	8.200628	8.295031	8.119974	7.879509	8.100792	8.853708
SCP2	9.607719	9.959243	9.964059	9.885645	9.603733	10.004322	9.669867	9.590777	9.856131	9.40585	10.224879	9.726473	9.265146	10.108236	9.862086	10.32189	10.230377	10.686373	9.342108	9.955518	9.722005	9.989431	9.712705	9.684375	9.849859	9.96586	9.914689	10.222517	10.442585	10.391573	10.4277189	9.957189	10.388458	10.28974	10.257032	10.472088	10.439235	10.427646	10.369619	10.17837	10.154576	10.177934	10.142977	10.149353	10.258321	10.319091	10.147887	10.651238	10.310909	10.2970337	9.983679	10.61608	10.295167	9.969499	10.172098	10.268543	10.08648
SLC25A28	9.330414	9.091057	8.548657	8.921972	9.148901	8.219492	8.849997	8.664736	8.724367	9.271243	8.150146	9.631347	9.105626	8.914717	9.376517	9.162031	8.657571	8.791301	9.173712	9.351822	8.741488	8.014102	8.523068	8.211794	8.806228	8.311132	8.47017	7.988874	8.206734	7.913603	8.0824666	8.156235	7.837588	8.212467	7.817634	8.382168	7.505179	8.654177	8.416962	8.41836	8.447289	8.091697	7.61432	8.556519	8.752263	8.118186	8.514551	8.636122	8.019674	8.160611	8.130339	7.944208	8.46196	8.653045	8.374823	8.378354	8.448861
SLC39A14	11.920136	12.826368	11.939535	12.067734	12.223241	12.747652	12.538156	12.077585	12.863684	12.716536	11.652394	12.632345	12.363783	12.222682	12.207646	11.061681	12.102449	11.71609	12.916849	13.027535	11.985625	10.226013	10.59342	10.821227	11.971565	11.549563	10.614946	11.242151	11.357799	11.047473	10.8341307	10.7065	10.940151	10.179604	10.86732	10.885625	11.227847	12.017402	10.703709	10.529862	10.315283	11.852179	11.872319	11.184923	10.204412	10.247099	12.175046	9.670156	11.512016	10.8473724	11.789932	11.89874	11.960555	10.620792	11.818667	11.089076	10.671899
SMAD7	8.39277	8.109343	8.250035	8.722471	9.096657	8.726434	8.585245	8.888393	8.531092	9.761412	9.532897	10.06804	10.138284	8.569402	9.442079	8.5606	8.371242	9.209204	9.659277	9.913671	8.214452	8.447435	8.916617	8.691305	8.49152	9.176549	9.326821	8.663696	8.778975	8.95269	8.4993729	8.502849	8.622431	8.816056	8.380911	8.296205	8.466306	8.445414	8.801538	8.725006	8.485347	9.270795	9.201309	8.743814	8.458358	7.981987	8.627875	8.253592	9.283921	9.2387532	8.6201	8.922558	8.47202	8.464376	8.524581	8.882864	8.703022
SNX5	9.839991	9.796874	9.723605	9.858592	9.591768	9.471236	9.619589	9.682558	9.261619	9.052314	9.189608	9.311847	9.213908	9.334416	9.213318	9.957246	9.616726	9.803712	9.245753	9.206642	9.581079	9.67409	9.816676	9.686038	9.881427	9.40532	9.229589	9.88383	9.591768	9.604242	9.7329522	9.43213	10.015802	9.739352	9.804309	10.065255	9.830436	9.908891	9.99295	10.072716	9.773726	9.592577	9.679325	9.80484	10.070994	10.078096	9.68819	9.918358	9.581079	9.851753	9.957246	10.23577	9.810146	9.976582	9.427965	9.555878	10.037337
SOCS1	5.825784	5.320759	5.807774	5.492405	5.701443	4.998351	5.680696	5.411454	5.561051	6.12172	5.919645	6.258345	6.298721	5.917865	7.002873	6.044751	5.511447	5.968335	5.795625	5.494462	6.047055	5.10393	6.371098	5.878481	5.434125	5.977647	5.355928	5.978867	5.01501	5.745393	5.6237713	4.925653	5.655173	5.552369	4.693925	5.081776	4.990344	5.776838	5.595555	5.475933	5.073551	5.539738	5.198404	5.453066	4.751729	5.131916	5.680471	5.213	5.308568	5.663988	4.792038	5.254983	5.252774	5.051359	5.598385	4.66322	5.254983
SREBF2	7.440491	7.930612	7.50947	7.89182	7.349403	7.004584	7.705542	7.665895	8.045536	8.256832	7.040073	8.12583	8.155393	7.822012	8.109528	7.776823	8.037512	7.613255	7.78406	7.827852	7.906862	8.522883	8.130025	8.300815	8.449564	8.032163	7.839412	8.591436	7.870678	8.106371	7.9390167	7.922521	7.814367	7.698728	7.610471	7.774833	7.670108	8.25014	8.127367	8.186164	8.145815	7.66896	7.598918	8.193751	7.196389	7.653682	7.837762	7.261842	7.800474	7.7295444	8.076193	7.100813	7.280376	7.960748	7.7062	8.072451	8.210906
TBK1	9.131257	9.003505	9.189008	8.740401	9.353726	8.447793	9.118839	8.751178	9.238163	9.577077	9.311272	9.429037	9.230874	9.4469	8.929475	9.084453	9.001366	9.0183	9.439441	9.453879	9.060416	8.956747	8.642131	8.876359	8.897481	8.78536	9.106585	8.529972	8.992336	9.134913	8.6674871	8.90016	8.716287	8.475486	8.584405	8.783497	8.589604	9.088729	9.092626	8.889953	8.896873	8.691369	8.935963	8.508876	8.552048	8.604381	8.812879	8.663907	8.876942	8.7970563	8.900981	8.934302	8.919869	8.649946	8.669297	8.593782	8.703024
TFRC	8.326582	9.775909	9.687723	9.508402	10.087795	9.829214	9.936553	8.977595	10.843769	10.537256	9.612105	11.011738	11.121142	9.142939	9.855517	10.019274	8.328755	9.291113	11.00261	11.348939	9.577107	9.680989	8.974206	8.64754	10.477209	10.706548	9.848912	10.566701	10.270596	9.838475	10.0196298	8.736487	8.976754	8.605427	9.525672	8.501948	8.738873	9.503825	8.941067	8.135612	7.635965	9.797342	8.81592	8.32116	8.467896	8.708776	10.52037	8.053459	9.697952	8.4200815	9.451565	8.854725	8.605878	9.342453	9.349931	9.042578	8.709057
TNFAIP3	9.331356	8.791885	9.43369	9.075744	8.862994	9.135229	10.320588	9.732138	11.042848	10.37915	9.989816	11.36413	9.9003	9.134018	9.831045	9.678593	8.500459	8.486762	8.713812	10.798099	8.91373	8.79104	9.888826	10.006415	9.820967	10.963407	9.239949	8.814638	8.481636	9.141402	8.7000892	8.435914	8.210922	7.995879	8.532266	7.965523	7.836994	8.228633	8.256558	8.19152	8.128254	8.591424	8.636781	8.238854	8.266911	8.141203	7.976423	7.956457	8.24047	8.352098	8.490123	7.900918	8.352801	8.257557	8.136299	7.996589	8.843921
TTPA	4.65888	5.907409	6.244352	6.51591	5.276939	4.375118	5.902005	6.084081	6.10214	5.070587	5.668198	5.811944	5.98206	5.305916	6.14071	6.200292	5.774207	6.002168	7.031546	6.915022	6.041411	4.056378	4.83071	3.595514	5.45626	5.472566	4.790729	5.844646	6.228686	6.114326	4.2934754	6.255425	5.910877	5.136689	4.96925	6.217342	5.528813	6.409718	4.88628	4.683406	6.720567	6.402724	5.797042	5.515125	6.205306	6.42062	5.021781	6.46396	5.913683	5.8779056	4.094578	5.860305	5.465102	4.478682	6.087484	6.269176	5.25538
ULK1	7.560671	7.705634	7.314813	5.932446	7.880292	6.225276	7.65616	7.662729	7.775764	7.973649	7.088085	6.914682	7.388766	7.895194	7.305792	6.669998	6.997204	7.351854	6.478465	6.112766	7.009271	7.044153	8.10036	8.132142	6.903429	6.162808	5.689752	6.884355	6.538746	7.131839	6.9483119	6.695506	6.070429	6.605922	7.19921	7.057965	7.04574	7.343629	6.586712	6.842413	7.052127	6.201633	7.281847	7.488449	6.107912	7.091659	6.869705	6.092505	6.742824	6.5909468	7.535834	5.691357	7.482217	7.806605	7.476989	6.564185	6.591403
ZFP36	10.992716	13.370511	11.897338	10.872775	11.830051	11.657713	11.932196	12.260983	12.424849	12.89289	13.056444	13.006806	12.768559	12.474021	12.278926	12.309842	11.007404	11.813683	11.924308	13.015029	11.451982	10.146576	13.015029	13.036941	12.755942	10.996044	10.971562	10.396197	10.528261	10.467665	10.5711355	10.804515	10.821682	10.428621	11.694645	10.379069	9.871581	10.222466	10.584355	10.326288	9.399204	11.239572	10.949817	10.252884	10.36153	9.413765	10.629349	9.939059	10.587706	10.912435	10.762644	10.12077	13.004529	10.276274	10.814977	10.368409	11.487199
